Date,DM_World,DM_exUS,Europe,Japan,EM
1995-07-31,0.048,0.0525,0.0444,0.0635,0.0302
1995-08-31,-0.013000000000000001,-0.028399999999999998,-0.0358,-0.0261,-0.023899999999999998
1995-09-30,0.021099999999999997,0.0095,0.028000000000000004,-0.011700000000000002,-0.0045000000000000005
1995-10-31,-0.0152,-0.0184,-0.0024,-0.038500000000000006,-0.0349
1995-11-30,0.030899999999999997,0.0215,0.0009999999999999998,0.0451,-0.011200000000000002
1995-12-31,0.0263,0.0345,0.0233,0.0484,0.03440000000000001
1996-01-31,0.015599999999999998,0.0069,0.0087,-0.0124,0.08879999999999999
1996-02-29,0.009899999999999999,0.0049,0.0227,-0.014500000000000002,-0.0232
1996-03-31,0.0158,0.018799999999999997,0.0128,0.029900000000000003,0.0121
1996-04-30,0.0315,0.0371,0.0108,0.0684,0.0254
1996-05-31,0.0053,-0.009400000000000002,0.0192,-0.0449,-0.013500000000000002
1996-06-30,-0.0010999999999999998,0.0017000000000000001,0.0062,0.0037,0.011200000000000002
1996-07-31,-0.0411,-0.0311,-0.0134,-0.0472,-0.0541
1996-08-31,0.013699999999999999,0.0006,0.026699999999999998,-0.0431,0.030300000000000004
1996-09-30,0.0363,0.0229,0.0161,0.0288,0.0151
1996-10-31,-0.0007000000000000001,-0.0121,0.0197,-0.06860000000000001,-0.017800000000000003
1996-11-30,0.04850000000000001,0.0333,0.0449,0.0063,0.015
1996-12-31,-0.0131,-0.0144,0.024699999999999996,-0.0706,0.0066
1997-01-31,0.005,-0.0355,0.0010000000000000002,-0.1073,0.0707
1997-02-28,0.0069,0.0127,0.010700000000000001,0.018500000000000003,0.051699999999999996
1997-03-31,-0.0236,-0.0052,0.024700000000000003,-0.036699999999999997,-0.0215
1997-04-30,0.0236,0.0052,-0.0032,0.0192,-0.02
1997-05-31,0.075,0.07919999999999999,0.0463,0.13540000000000002,0.031799999999999995
1997-06-30,0.043899999999999995,0.0438,0.0403,0.058100000000000006,0.047400000000000005
1997-07-31,0.0418,0.0108,0.035500000000000004,-0.040100000000000004,0.0079
1997-08-31,-0.0515,-0.0653,-0.048799999999999996,-0.0942,-0.11209999999999999
1997-09-30,0.05430000000000001,0.0508,0.09179999999999999,-0.0252,0.0174
1997-10-31,-0.0512,-0.0687,-0.0446,-0.0765,-0.1588
1997-11-30,0.0069,-0.019299999999999998,0.0114,-0.0796,-0.054000000000000006
1997-12-31,0.008,-0.0028000000000000004,0.027399999999999997,-0.07639999999999998,0.0003999999999999998
1998-01-31,0.0235,0.042699999999999995,0.0359,0.10980000000000001,-0.0617
1998-02-28,0.0689,0.06409999999999999,0.0788,0.0121,0.1056
1998-03-31,0.04189999999999999,0.0323,0.073,-0.0653,0.0409
1998-04-30,0.0115,0.009899999999999999,0.0262,-0.018600000000000002,0.0077
1998-05-31,-0.0125,0.00010000000000000009,0.0262,-0.045,-0.1041
1998-06-30,0.016399999999999998,-0.0038000000000000004,-0.0009000000000000002,0.0072,-0.102
1998-07-31,-0.0083,0.0051,0.0193,-0.0123,0.0225
1998-08-31,-0.1364,-0.11620000000000001,-0.1165,-0.0883,-0.24530000000000002
1998-09-30,0.0168,-0.0308,-0.0438,-0.0345,0.0405
1998-10-31,0.08439999999999999,0.0964,0.0691,0.16440000000000002,0.0808
1998-11-30,0.05329999999999999,0.0438,0.0455,0.0394,0.0643
1998-12-31,0.0472,0.0287,0.0326,0.031599999999999996,-0.0173
1999-01-31,0.021099999999999997,0.0049,-0.0008000000000000001,0.0114,-0.015499999999999998
1999-02-28,-0.0295,-0.0203,-0.0184,-0.0225,0.0021999999999999997
1999-03-31,0.039599999999999996,0.0423,0.004,0.1404,0.09119999999999999
1999-04-30,0.046900000000000004,0.048799999999999996,0.0332,0.0504,0.1069
1999-05-31,-0.027800000000000002,-0.0392,-0.0346,-0.049800000000000004,0.0118
1999-06-30,0.05050000000000001,0.0492,0.021099999999999997,0.1087,0.10610000000000001
1999-07-31,0.00030000000000000024,0.0344,0.015,0.1032,-0.013900000000000001
1999-08-31,0.0038,0.018,0.0173,0.0319,0.028000000000000004
1999-09-30,-0.0020999999999999994,0.0206,0.0007000000000000001,0.0721,-0.0301
1999-10-31,0.047799999999999995,0.035,0.021099999999999997,0.066,0.0333
1999-11-30,0.0399,0.0479,0.031199999999999995,0.07600000000000001,0.0868
1999-12-31,0.0767,0.0805,0.09699999999999999,0.0405,0.1182
2000-01-31,-0.0498,-0.0582,-0.06709999999999999,-0.0495,0.0083
2000-02-29,0.0271,0.0364,0.063,-0.0129,0.0294
2000-03-31,0.0513,0.0287,0.0113,0.0657,0.006499999999999999
2000-04-30,-0.053099999999999994,-0.061900000000000004,-0.0512,-0.08629999999999999,-0.10869999999999999
2000-05-31,-0.0278,-0.024700000000000003,0.0043,-0.0705,-0.026000000000000002
2000-06-30,0.0368,0.0358,0.0108,0.0632,0.0222
2000-07-31,-0.028999999999999998,-0.038900000000000004,-0.011000000000000001,-0.118,-0.04650000000000001
2000-08-31,0.0472,0.0175,-0.010700000000000001,0.0696,0.00020000000000000017
2000-09-30,-0.0473,-0.0475,-0.044800000000000006,-0.043100000000000006,-0.0924
2000-10-31,-0.0296,-0.039099999999999996,-0.021400000000000002,-0.0701,-0.08639999999999999
2000-11-30,-0.0695,-0.037000000000000005,-0.0404,-0.025199999999999997,-0.08439999999999999
2000-12-31,0.0187,0.018799999999999997,0.061799999999999994,-0.09390000000000001,0.013000000000000001
2001-01-31,0.0241,0.0094,0.009300000000000001,-0.0025,0.12010000000000001
2001-02-28,-0.08389999999999999,-0.0748,-0.0831,-0.051399999999999994,-0.06520000000000001
2001-03-31,-0.0735,-0.0785,-0.0892,-0.0379,-0.0817
2001-04-30,0.0806,0.0799,0.0779,0.0909,0.0393
2001-05-31,-0.0077,-0.0281,-0.0471,0.0019,0.0106
2001-06-30,-0.024900000000000002,-0.0345,-0.0337,-0.0506,-0.0179
2001-07-31,-0.023000000000000003,-0.027800000000000002,-0.004,-0.08629999999999999,-0.0664
2001-08-31,-0.04130000000000001,-0.019499999999999997,-0.017199999999999997,-0.024,-0.015300000000000001
2001-09-30,-0.0973,-0.10400000000000001,-0.11280000000000001,-0.0741,-0.14400000000000002
2001-10-31,0.028000000000000004,0.0284,0.034600000000000006,0.0102,0.053
2001-11-30,0.057,0.0329,0.0426,-0.016300000000000002,0.0983
2001-12-31,0.008100000000000001,-0.0029000000000000002,0.0197,-0.0808,0.0824
2002-01-31,-0.029299999999999996,-0.045700000000000005,-0.0456,-0.07680000000000001,0.0308
2002-02-28,-0.0059,0.013199999999999998,0.0054,0.0521,0.0131
2002-03-31,0.0479,0.052199999999999996,0.0521,0.0576,0.0661
2002-04-30,-0.0233,0.011099999999999999,-0.0017000000000000001,0.0536,0.0028000000000000004
2002-05-31,0.0049,0.023200000000000002,0.0057,0.07239999999999999,-0.0213
2002-06-30,-0.053200000000000004,-0.032400000000000005,-0.0235,-0.0466,-0.0736
2002-07-31,-0.0857,-0.0911,-0.10439999999999999,-0.058899999999999994,-0.0608
2002-08-31,0.0033,-0.0003,0.0028000000000000004,-0.012799999999999999,0.0113
2002-09-30,-0.102,-0.1027,-0.1303,-0.04800000000000001,-0.1099
2002-10-31,0.0608,0.041100000000000005,0.0872,-0.0663,0.0608
2002-11-30,0.0526,0.0433,0.05,0.0315,0.061200000000000004
2002-12-31,-0.0412,-0.0242,-0.0264,-0.0231,-0.0275
2003-01-31,-0.0263,-0.026000000000000002,-0.0335,-0.0331,0.001
2003-02-28,-0.0175,-0.0167,-0.0325,0.0155,-0.029000000000000005
2003-03-31,-0.0024999999999999996,-0.0167,-0.0139,-0.028300000000000002,-0.0321
2003-04-30,0.088,0.0933,0.1321,0.0119,0.0932
2003-05-31,0.0667,0.0711,0.0775,0.0462,0.0717
2003-06-30,0.0216,0.028900000000000002,0.0127,0.0722,0.05979999999999999
2003-07-31,0.022799999999999997,0.021599999999999998,0.0178,0.0354,0.051000000000000004
2003-08-31,0.027999999999999997,0.032,0.0027,0.0986,0.06570000000000001
2003-09-30,0.014000000000000002,0.0417,0.0288,0.0756,0.016900000000000002
2003-10-31,0.0594,0.0584,0.0626,0.042300000000000004,0.0748
2003-11-30,0.0175,0.020499999999999997,0.0456,-0.038000000000000006,0.012199999999999999
2003-12-31,0.0572,0.0693,0.07400000000000001,0.0655,0.0742
2004-01-31,0.0236,0.0249,0.0255,0.020499999999999997,0.0363
2004-02-29,0.019799999999999998,0.0245,0.0316,-0.00020000000000000004,0.0463
2004-03-31,0.0006,0.0128,-0.032400000000000005,0.1512,0.016800000000000002
2004-04-30,-0.0226,-0.0273,-0.0115,-0.0446,-0.06860000000000001
2004-05-31,0.0073,0.0021,0.0148,-0.0329,-0.019499999999999997
2004-06-30,0.0246,0.028900000000000002,0.0206,0.0547,0.005699999999999999
2004-07-31,-0.0369,-0.034499999999999996,-0.0302,-0.06680000000000001,-0.018299999999999997
2004-08-31,0.004699999999999999,0.008199999999999999,0.0048,0.011000000000000001,0.041400000000000006
2004-09-30,0.0226,0.0271,0.0412,-0.0307,0.059500000000000004
2004-10-31,0.026699999999999998,0.0383,0.0417,0.0249,0.029099999999999997
2004-11-30,0.0553,0.0625,0.07010000000000001,0.039599999999999996,0.0857
2004-12-31,0.039599999999999996,0.042800000000000005,0.0441,0.0519,0.0558
2005-01-31,-0.0177,-0.011300000000000001,-0.0109,-0.0104,0.0083
2005-02-28,0.0315,0.0409,0.0475,0.018699999999999998,0.0861
2005-03-31,-0.0181,-0.0192,-0.0236,-0.013000000000000001,-0.058600000000000006
2005-04-30,-0.0239,-0.023700000000000002,-0.023799999999999998,-0.0196,-0.0258
2005-05-31,0.0167,-0.0024,0.0021,-0.023700000000000002,0.033600000000000005
2005-06-30,0.0146,0.021,0.0176,0.0096,0.037000000000000005
2005-07-31,0.0378,0.0342,0.0406,0.009000000000000001,0.0669
2005-08-31,0.0134,0.0346,0.0232,0.0697,0.0101
2005-09-30,0.023700000000000002,0.0378,0.0177,0.0822,0.087
2005-10-31,-0.0241,-0.0302,-0.031400000000000004,-0.0007999999999999996,-0.0582
2005-11-30,0.0321,0.0248,0.016,0.032400000000000005,0.0783
2005-12-31,0.028999999999999998,0.05430000000000001,0.0412,0.0977,0.0626
2006-01-31,0.04869999999999999,0.060899999999999996,0.0673,0.038900000000000004,0.10279999999999999
2006-02-28,-0.0012,-0.0018,0.008900000000000002,-0.022400000000000003,0.005
2006-03-31,0.028000000000000004,0.0364,0.0436,0.0304,0.011099999999999999
2006-04-30,0.0323,0.049400000000000006,0.056100000000000004,0.024499999999999997,0.0757
2006-05-31,-0.0369,-0.0424,-0.0321,-0.06970000000000001,-0.09880000000000001
2006-06-30,-0.0018999999999999996,-0.0039000000000000003,0.0019000000000000002,-0.0137,-0.0104
2006-07-31,0.0015000000000000002,0.005900000000000001,0.014100000000000001,-0.018000000000000002,0.0127
2006-08-31,0.0265,0.0288,0.031200000000000002,0.0173,0.0302
2006-09-30,0.0101,0.0002999999999999997,0.011,-0.0166,0.0106
2006-10-31,0.0374,0.0387,0.0423,0.0166,0.0466
2006-11-30,0.0271,0.031200000000000002,0.0418,-0.00030000000000000024,0.0764
2006-12-31,0.0225,0.030600000000000002,0.0372,0.018199999999999997,0.04630000000000001
2007-01-31,0.0137,0.0105,0.0105,0.008400000000000001,-0.0073
2007-02-28,-0.0017000000000000003,0.009300000000000001,-0.0013,0.0384,0.0023
2007-03-31,0.0219,0.029200000000000004,0.0414,-0.0127,0.0432
2007-04-30,0.0415,0.04190000000000001,0.059800000000000006,-0.0231,0.050300000000000004
2007-05-31,0.029000000000000005,0.0233,0.0197,0.0078000000000000005,0.0558
2007-06-30,-0.0039000000000000003,0.004,0.0024000000000000002,0.0008000000000000001,0.04680000000000001
2007-07-31,-0.019700000000000002,-0.010099999999999998,-0.018200000000000004,-0.00019999999999999963,0.0596
2007-08-31,-0.0072,-0.0218,-0.0166,-0.0338,-0.0297
2007-09-30,0.047400000000000005,0.056100000000000004,0.05140000000000001,0.0173,0.0925
2007-10-31,0.035,0.0462,0.0466,0.0039000000000000003,0.09880000000000001
2007-11-30,-0.043100000000000006,-0.0427,-0.0369,-0.0195,-0.0673
2007-12-31,-0.0126,-0.017799999999999996,-0.0183,-0.037200000000000004,0.0126
2008-01-31,-0.0764,-0.0867,-0.09799999999999999,-0.046900000000000004,-0.12179999999999999
2008-02-29,0.0009,0.022099999999999998,0.0209,0.0114,0.0697
2008-03-31,-0.0108,-0.0137,0.004300000000000001,-0.0354,-0.047400000000000005
2008-04-30,0.051,0.053599999999999995,0.045899999999999996,0.064,0.0717
2008-05-31,0.020100000000000003,0.0194,0.0103,0.022099999999999998,0.02
2008-06-30,-0.07890000000000001,-0.0774,-0.0851,-0.0644,-0.0943
2008-07-31,-0.0264,-0.039200000000000006,-0.0368,-0.0297,-0.0406
2008-08-31,-0.019700000000000002,-0.044500000000000005,-0.0444,-0.042300000000000004,-0.08039999999999999
2008-09-30,-0.12129999999999999,-0.14279999999999998,-0.1492,-0.1035,-0.17920000000000003
2008-10-31,-0.19430000000000003,-0.21030000000000001,-0.2194,-0.13470000000000001,-0.2723
2008-11-30,-0.065,-0.0542,-0.0715,0.0008,-0.0781
2008-12-31,0.0444,0.0665,0.067,0.0857,0.0741
2009-01-31,-0.0855,-0.0902,-0.1099,-0.065,-0.0641
2009-02-28,-0.0992,-0.09939999999999999,-0.0995,-0.1192,-0.050600000000000006
2009-03-31,0.07289999999999999,0.060899999999999996,0.0696,0.0132,0.1374
2009-04-30,0.1142,0.12390000000000001,0.1368,0.0806,0.16990000000000002
2009-05-31,0.09949999999999999,0.1366,0.1286,0.10890000000000001,0.17980000000000002
2009-06-30,-0.0025,-0.0076,-0.018600000000000002,0.0286,-0.013999999999999999
2009-07-31,0.0861,0.0926,0.10189999999999999,0.04069999999999999,0.111
2009-08-31,0.0389,0.0421,0.056600000000000004,0.0341,0.0003
2009-09-30,0.0447,0.04649999999999999,0.0544,-0.0083,0.0941
2009-10-31,-0.021,-0.0183,-0.018500000000000003,-0.0229,-0.0025
2009-11-30,0.0364,0.0232,0.03,-0.02,0.04190000000000001
2009-12-31,0.0194,0.0124,0.0095,0.0023,0.0464
2010-01-31,-0.0373,-0.0401,-0.0528,0.023399999999999997,-0.0455
2010-02-28,0.0129,-0.0022,-0.021,0.0076,0.0066
2010-03-31,0.0625,0.0633,0.0642,0.0484,0.0812
2010-04-30,0.0049,-0.006500000000000001,-0.0165,0.0054,0.0152
2010-05-31,-0.0953,-0.10700000000000001,-0.12040000000000001,-0.07919999999999999,-0.08870000000000001
2010-06-30,-0.031400000000000004,-0.0121,-0.0097,-0.0063,-0.0022
2010-07-31,0.08220000000000001,0.0925,0.1189,0.0295,0.0815
2010-08-31,-0.038900000000000004,-0.032600000000000004,-0.0425,-0.026000000000000002,-0.0144
2010-09-30,0.0986,0.1002,0.1157,0.047,0.11220000000000001
2010-10-31,0.0395,0.0399,0.0499,0.0124,0.029899999999999996
2010-11-30,-0.0216,-0.042800000000000005,-0.0802,0.019799999999999998,-0.0227
2010-12-31,0.0761,0.0828,0.09049999999999998,0.0756,0.0725
2011-01-31,0.021399999999999995,0.021399999999999995,0.0369,0.0041,-0.023700000000000002
2011-02-28,0.035,0.0343,0.030699999999999998,0.0484,-0.0169
2011-03-31,-0.0067,-0.0159,-0.0016,-0.0866,0.055099999999999996
2011-04-30,0.0447,0.057,0.0814,0.0078000000000000005,0.0373
2011-05-31,-0.021,-0.0277,-0.030600000000000002,-0.016200000000000003,-0.025699999999999997
2011-06-30,-0.0152,-0.0138,-0.020499999999999997,0.0252,-0.014499999999999999
2011-07-31,-0.017,-0.0118,-0.0333,0.0403,0.0034999999999999996
2011-08-31,-0.0751,-0.08560000000000001,-0.1009,-0.075,-0.0907
2011-09-30,-0.092,-0.1033,-0.1161,-0.0046,-0.1482
2011-10-31,0.1001,0.0874,0.1097,-0.011899999999999999,0.1215
2011-11-30,-0.0264,-0.0462,-0.0484,-0.0378,-0.0636
2011-12-31,-0.0044,-0.013000000000000001,-0.022000000000000002,0.0125,-0.0128
2012-01-31,0.056100000000000004,0.0601,0.056799999999999996,0.042800000000000005,0.1115
2012-02-29,0.0493,0.0535,0.0641,0.035,0.0633
2012-03-31,0.0124,-0.0025,0.0002,0.0141,-0.0292
2012-04-30,-0.0111,-0.014499999999999999,-0.0223,-0.0178,-0.0161
2012-05-31,-0.08870000000000001,-0.11230000000000001,-0.1231,-0.084,-0.1036
2012-06-30,0.048499999999999995,0.0581,0.0713,0.0471,0.036699999999999997
2012-07-31,0.0085,0.0079,0.005600000000000001,-0.0183,0.0132
2012-08-31,0.027899999999999994,0.0296,0.0451,-0.0064,0.005600000000000001
2012-09-30,0.030799999999999998,0.0342,0.035,0.022799999999999997,0.0579
2012-10-31,-0.0042,0.0078000000000000005,0.0167,-0.0189,-0.0067
2012-11-30,0.013300000000000001,0.018000000000000002,0.022799999999999997,0.0172,0.0109
2012-12-31,0.023099999999999996,0.033,0.0339,0.0384,0.051
2013-01-31,0.0546,0.0526,0.062,0.0378,0.0175
2013-02-28,0.0009,-0.009399999999999999,-0.024900000000000002,0.0286,-0.0083
2013-03-31,0.023,0.008199999999999999,-0.0054,0.055,-0.0121
2013-04-30,0.0302,0.044000000000000004,0.0416,0.0895,0.0109
2013-05-31,0.005600000000000001,-0.0149,0.0105,-0.053,-0.0189
2013-06-30,-0.0252,-0.0374,-0.0464,0.0083,-0.0644
2013-07-31,0.0558,0.054900000000000004,0.0745,0.014199999999999999,0.0158
2013-08-31,-0.0183,-0.0104,-0.006999999999999999,-0.0255,-0.024900000000000002
2013-09-30,0.0552,0.0708,0.0705,0.08789999999999999,0.068
2013-10-31,0.0371,0.033,0.0449,-0.0023,0.0425
2013-11-30,0.0182,0.0062,0.013300000000000001,0.0108,-0.0146
2013-12-31,0.0218,0.017,0.023700000000000002,0.008,-0.0048
2014-01-31,-0.0329,-0.0319,-0.030299999999999997,-0.026600000000000002,-0.059000000000000004
2014-02-28,0.0506,0.0536,0.0742,-0.005600000000000001,0.0359
2014-03-31,0.0015,-0.0025,-0.0054,-0.0116,0.0255
2014-04-30,0.0055000000000000005,0.0108,0.0177,-0.0233,0.005600000000000001
2014-05-31,0.0175,0.014199999999999999,0.0077,0.0379,0.0388
2014-06-30,0.020099999999999996,0.0148,-0.0012,0.0576,0.030600000000000002
2014-07-31,-0.020499999999999997,-0.019299999999999998,-0.040999999999999995,0.0077,0.0168
2014-08-31,0.019299999999999998,-0.0023,-0.0002,-0.0199,0.0217
2014-09-30,-0.030899999999999997,-0.040999999999999995,-0.0379,-0.0105,-0.062400000000000004
2014-10-31,0.0033,-0.018000000000000002,-0.027000000000000003,-0.0213,0.004699999999999999
2014-11-30,0.0165,0.008199999999999999,0.0212,-0.0005,-0.0113
2014-12-31,-0.0144,-0.028999999999999998,-0.037000000000000005,-0.0085,-0.039599999999999996
2015-01-31,-0.0174,-0.0027,-0.0031,0.027999999999999997,0.0078000000000000005
2015-02-28,0.0591,0.0564,0.0621,0.0542,0.0256
2015-03-31,-0.011699999999999999,-0.0127,-0.022799999999999997,0.019,-0.0106
2015-04-30,0.0271,0.049,0.0479,0.0349,0.0729
2015-05-31,0.005,-0.0042,-0.0015,0.0089,-0.0286
2015-06-30,-0.0209,-0.0259,-0.028399999999999998,-0.0068000000000000005,-0.023399999999999997
2015-07-31,0.0113,0.0077,0.0239,0.0092,-0.0672
2015-08-31,-0.061799999999999994,-0.0634,-0.0602,-0.053,-0.0877
2015-09-30,-0.0391,-0.0464,-0.042699999999999995,-0.0621,-0.020499999999999997
2015-10-31,0.0732,0.0683,0.061900000000000004,0.0926,0.0711
2015-11-30,-0.003,-0.0131,-0.0149,-0.0016,-0.0281
2015-12-31,-0.0172,-0.012,-0.018500000000000003,0.0043,-0.0162
2016-01-31,-0.0631,-0.0674,-0.0642,-0.0757,-0.0626
2016-02-29,-0.0048,-0.0106,-0.0169,-0.0192,-0.0059
2016-03-31,0.06939999999999999,0.07029999999999999,0.0672,0.05079999999999999,0.1208
2016-04-30,0.0192,0.0326,0.023899999999999998,0.0515,0.0126
2016-05-31,0.0046,-0.0091,-0.0037,-0.0103,-0.035
2016-06-30,-0.0165,-0.0326,-0.0499,-0.0245,0.041299999999999996
2016-07-31,0.045,0.050499999999999996,0.0446,0.06739999999999999,0.0467
2016-08-31,0.0031,0.0011,0.008,-0.0115,0.024300000000000002
2016-09-30,0.0092,0.0161,0.0097,0.0269,0.0124
2016-10-31,-0.0186,-0.0165,-0.030600000000000002,0.016200000000000003,-0.0016
2016-11-30,0.013999999999999999,-0.021900000000000003,-0.024900000000000002,-0.0387,-0.044800000000000006
2016-12-31,0.022799999999999997,0.0282,0.0475,0.013800000000000002,0.004300000000000001
2017-01-31,0.027600000000000003,0.036000000000000004,0.0288,0.0387,0.0524
2017-02-28,0.0232,0.008100000000000001,0.007200000000000001,0.011699999999999999,0.0347
2017-03-31,0.0151,0.0305,0.043,0.0087,0.028099999999999997
2017-04-30,0.019100000000000002,0.0282,0.046799999999999994,0.013000000000000001,0.0177
2017-05-31,0.022600000000000002,0.0358,0.0509,0.030100000000000002,0.0246
2017-06-30,0.006599999999999999,0.0040999999999999995,-0.006100000000000001,0.0123,0.0077
2017-07-31,0.025799999999999997,0.032799999999999996,0.0356,0.024,0.05310000000000001
2017-08-31,0.0022,0.0032999999999999995,0.002,0.0039000000000000003,0.020499999999999997
2017-09-30,0.023899999999999998,0.022399999999999996,0.0281,0.018000000000000002,-0.0024000000000000002
2017-10-31,0.0189,0.015,0.0068,0.0421,0.0329
2017-11-30,0.020099999999999996,0.008199999999999999,0.0007000000000000001,0.0268,0.005
2017-12-31,0.0147,0.0188,0.015600000000000001,0.013800000000000002,0.036199999999999996
2018-01-31,0.05260000000000001,0.0483,0.056299999999999996,0.045200000000000004,0.0775
2018-02-28,-0.038900000000000004,-0.04189999999999999,-0.052399999999999995,-0.0133,-0.0434
2018-03-31,-0.0164,-0.011200000000000002,-0.0059,-0.0137,-0.014500000000000002
2018-04-30,0.010700000000000001,0.018500000000000003,0.023400000000000004,0.004200000000000001,-0.0051
