series,n_months,vol_calm,vol_stress,vol_multiple,eq_multiple_2013_26,eq_multiple_blended,mxn_depreciation_yr,mxn_vol_yr
US_Equity,297,0.1075367921690269,0.16264062561796422,1.5124184229182216,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
EURUSD,296,0.08601548681481858,0.10797976295098131,1.2553525760244697,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
USDJPY,296,0.09067261433613431,0.10685573159475895,1.1784785558143485,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
GBPUSD,296,0.08103898441532016,0.09482193360001692,1.1700780097892136,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
USDMXN,206,0.09184008222540804,0.1701490824841532,1.852666922341676,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
GOLD,198,0.158691800277765,0.17790751784991757,1.1210882826870605,1.612273829261948,1.5623461260900848,0.024378441409532714,0.12467644220642138
