,US_LargeCap,US_SmallCap,Mexico_Eq,Brazil_Eq,China_Eq,Japan_Eq,UK_Eq,France_Eq,EM_Eq,DM_exUS_Eq,US_Cash_TBill,US_Treas_Interm,US_Treas_Long,US_TIPS,US_IG_Corp,US_HighYield,EM_USD_Sov,EM_Local_Debt,Global_Agg_exUS,US_REITs,Global_REITs_exUS,Commodities,Gold,Mexico_Govt_Local
US_Cash_TBill,-0.001998426074427,-0.12519122867153482,-0.05571380673160755,-0.05433663262859672,0.055211289517692975,0.0625978667111582,0.062252976250165785,0.019562987914925924,0.03264911474719849,0.05203636070212614,1.0,0.16571949700061997,0.12990594042426154,-0.0024738704298824825,0.08449748866550896,0.021660204741562567,0.08680574462262393,0.1088442072818624,0.12730221932065647,-0.06435450666957544,0.03531347325636218,-0.15060690008094244,0.12969602334401642,0.1088442072818624
US_Treas_Interm,0.30222294653624604,0.19762810170962108,0.12952829549177788,-0.022975747999678633,0.22024447919219883,0.5125740713680043,0.2181572373759642,0.30540796722808833,0.28404899624324126,0.3853245554020483,0.16571949700061997,1.0,0.9266720189150262,0.7312627681343736,0.7302916067711042,0.3650113036191471,0.4291041181924593,0.2812593092201315,0.7380293259636584,0.38657097353169106,0.3742442957445591,-0.33468830311073633,0.3341018547731787,0.2812593092201315
US_Treas_Long,0.26414006849216376,0.1638887846279041,0.1139649464661943,-0.015589067993301963,0.2400085018112684,0.39194596506453777,0.14539737164799652,0.23103697728986763,0.2976502135438231,0.30149273047437664,0.12990594042426154,0.9266720189150262,1.0,0.6414970895612179,0.716986129444583,0.2943973050902551,0.41477766452184606,0.23331471957016342,0.6854755337108634,0.39207138690747445,0.3262268287448778,-0.3449934660950741,0.34993482871664233,0.23331471957016342
US_TIPS,0.694788630853386,0.6088359139112692,0.4213901125481196,0.34188690697638413,0.24839263165888156,0.6879750095739806,0.5716195462367042,0.6059437604468023,0.554325401423272,0.6830509009515384,-0.0024738704298824825,0.7312627681343736,0.6414970895612179,1.0,0.8230956011501109,0.7494572785653769,0.6980632877345333,0.5181005693492258,0.8088179869006108,0.732080019077536,0.644687782307335,0.11433710885752751,0.39661552842408265,0.5181005693492258
US_IG_Corp,0.7367470800503074,0.654258505810456,0.5829740288381812,0.44534123789384383,0.39098649354416926,0.7377251280759426,0.6421127364728494,0.7114155525942445,0.6743825816445399,0.7677882310532691,0.08449748866550896,0.7302916067711042,0.716986129444583,0.8230956011501109,1.0,0.8278929171490736,0.8849621693742854,0.7163691466125529,0.8856865619476058,0.7661047630254701,0.7437717463617898,0.06174588767571022,0.32305091635148553,0.7163691466125529
US_HighYield,0.8610896838536446,0.8014572115099646,0.7164602575755541,0.64851870006071,0.2385329243146646,0.7229940491837533,0.7708365185421477,0.7843326096489116,0.6702030784059335,0.8238897493722491,0.021660204741562567,0.3650113036191471,0.2943973050902551,0.7494572785653769,0.8278929171490736,1.0,0.8751539665602535,0.7646418021351759,0.7455734423222243,0.8081703311345456,0.7615610423870307,0.3552671547504054,0.22485971400047886,0.7646418021351759
EM_USD_Sov,0.8127102320313699,0.7387055205370048,0.6987951887383179,0.5903948627937265,0.4669940940821355,0.7820641892461758,0.7893350286835251,0.8260683833178813,0.8020723645154137,0.8708767911242438,0.08680574462262393,0.4291041181924593,0.41477766452184606,0.6980632877345333,0.8849621693742854,0.8751539665602535,1.0,0.8896977132098058,0.7628963189782159,0.8179310556641287,0.8543453661979554,0.290610795440337,0.3026186996761093,0.8896977132098058
EM_Local_Debt,0.7226541739645591,0.689236705354663,0.7433614104753978,0.7320042618879437,0.4880665996180285,0.7865912372849125,0.8301280886979323,0.8304852710595851,0.8279352415779322,0.8794187188254505,0.1088442072818624,0.2812593092201315,0.23331471957016342,0.5181005693492258,0.7163691466125529,0.7646418021351759,0.8896977132098058,1.0,0.5761215057896745,0.7060447233853653,0.8773418795222511,0.3408887942786533,0.32076832978873737,1.0
Global_Agg_exUS,0.6451247984808144,0.5677121437669557,0.4904976201535422,0.2695138155288867,0.20878034672243415,0.7000778996700949,0.5200658150529635,0.5883540807969552,0.5617515640368888,0.6608905556119931,0.12730221932065647,0.7380293259636584,0.6854755337108634,0.8088179869006108,0.8856865619476058,0.7455734423222243,0.7628963189782159,0.5761215057896745,1.0,0.6732928651585175,0.6527445529516636,-0.14087016214923329,0.3252729653851895,0.5761215057896745
US_REITs,0.8255879466177007,0.7926822525992363,0.6837770765508858,0.594838946902682,0.2658400381124381,0.7045166931632958,0.7637381979848343,0.7558048037149867,0.655439865027869,0.815444825481491,-0.06435450666957544,0.38657097353169106,0.39207138690747445,0.732080019077536,0.7661047630254701,0.8081703311345456,0.8179310556641287,0.7060447233853653,0.6732928651585175,1.0,0.8411549956967325,0.3210436074604175,0.23727508644942147,0.7060447233853653
Global_REITs_exUS,0.7598695460997129,0.718844584022183,0.7532503426010925,0.6730418057345884,0.48627392218155263,0.838177524341816,0.8921175364562463,0.8680526315267157,0.8183418269660166,0.9248516269506192,0.03531347325636218,0.3742442957445591,0.3262268287448778,0.644687782307335,0.7437717463617898,0.7615610423870307,0.8543453661979554,0.8773418795222511,0.6527445529516636,0.8411549956967325,1.0,0.3559041736360873,0.3805847356172647,0.8773418795222511
Commodities,0.3244794060747647,0.35938640056174426,0.42182914144437866,0.6083705111282002,0.224154667123703,0.1897606662044689,0.5215210566434311,0.39877482125031805,0.3337666467769577,0.3656960733497029,-0.15060690008094244,-0.33468830311073633,-0.3449934660950741,0.11433710885752751,0.06174588767571022,0.3552671547504054,0.290610795440337,0.3408887942786533,-0.14087016214923329,0.3210436074604175,0.3559041736360873,1.0,0.03556008474630059,0.3408887942786533
Gold,0.14732438582014362,0.04446839849191289,0.2884071122615934,0.2721008122991723,0.31902564266634736,0.2906991816252491,0.2578373174386744,0.20592814273394364,0.3610134482818746,0.2916008016429803,0.12969602334401642,0.3341018547731787,0.34993482871664233,0.39661552842408265,0.32305091635148553,0.22485971400047886,0.3026186996761093,0.32076832978873737,0.3252729653851895,0.23727508644942147,0.3805847356172647,0.03556008474630059,1.0,0.32076832978873737
Mexico_Govt_Local,0.7226541739645591,0.689236705354663,0.7433614104753978,0.7320042618879437,0.4880665996180285,0.7865912372849125,0.8301280886979323,0.8304852710595851,0.8279352415779322,0.8794187188254505,0.1088442072818624,0.2812593092201315,0.23331471957016342,0.5181005693492258,0.7163691466125529,0.7646418021351759,0.8896977132098058,1.0,0.5761215057896745,0.7060447233853653,0.8773418795222511,0.3408887942786533,0.32076832978873737,1.0
