,US_LargeCap,US_SmallCap,Mexico_Eq,Brazil_Eq,China_Eq,Japan_Eq,UK_Eq,France_Eq,EM_Eq,DM_exUS_Eq,US_Cash_TBill,US_Treas_Interm,US_Treas_Long,US_TIPS,US_IG_Corp,US_HighYield,EM_USD_Sov,EM_Local_Debt,Global_Agg_exUS,US_REITs,Global_REITs_exUS,Commodities,Gold,Mexico_Govt_Local
US_Cash_TBill,0.0012788056332384522,-0.00490559926135914,0.0008827799673482045,0.00026439445788595207,0.004900847379993692,0.010008219144253983,0.006319282152602214,-0.0003975733434735731,0.007550858444580742,0.006764494392219107,1.0,0.007725978540941414,0.0013615480095182752,0.0003687097599596713,0.004622875053033576,0.00493023575026818,0.008489008835532972,0.014025814809198945,0.005685901803249604,-0.006180604455314853,2.2825042397317884e-05,-0.0036664129368261513,0.02525049324719303,0.011213239380817783
US_Treas_Interm,0.08885065949961019,0.030073195100656747,0.06880974584559651,-0.006698150647181972,0.0857206268782217,0.16004528023787348,0.047894353635659165,0.12221715454165806,0.14252096477361165,0.1558639392547523,0.007725978540941413,1.0,0.7623530726336725,0.5249290319499287,0.5795759342747828,0.21512318653399695,0.3635828581959127,0.2363561073152098,0.47832162868021705,0.34302872775444554,0.26307196587500503,-0.261606514691635,0.3193952535490563,0.1071295261134965
US_Treas_Long,0.09867908992746864,0.0363109303315828,0.06173509605835795,-0.030442480530071953,0.10228483691134553,0.10808666867606409,0.010804067107601623,0.09413342752327256,0.15224633759244013,0.12413310123995505,0.0013615480095182752,0.7623530726336726,0.9999999999999998,0.5369823138606927,0.6435274550677725,0.19754487639044133,0.3908063358362409,0.21052906493486562,0.5160551983879808,0.41581788072404174,0.26206442325910273,-0.3223485564594704,0.32769917474552146,0.07455829961626786
US_TIPS,0.3553237500640279,0.2864155154669749,0.2561431003719939,0.21411393020373495,0.1591490400428927,0.3138390508695781,0.3068631281777608,0.33598485695741664,0.33487131918790053,0.37634632955172453,0.0003687097599596713,0.5249290319499287,0.5369823138606928,1.0000000000000002,0.5709592284664168,0.4273908310381122,0.48951967018806086,0.35953314784819473,0.4357723314431529,0.5010154572540667,0.4345512507280608,0.04194716665188796,0.3276935888878093,0.18529160262661495
US_IG_Corp,0.48096247638611234,0.41774737434431974,0.4122762467409723,0.30951221377393096,0.29746996079060334,0.42684288592157776,0.41999782206438646,0.483769146397619,0.4830869218406769,0.5203685066089548,0.004622875053033575,0.5795759342747828,0.6435274550677725,0.5709592284664167,1.0000000000000002,0.5765232619849153,0.695450291112561,0.5156886208452484,0.5460383052629079,0.6076798069005753,0.5735425452763416,0.02398917308090598,0.3125696094437707,0.3238973015241879
US_HighYield,0.6758749679701058,0.6354201631530019,0.52826532900604,0.461715178885314,0.2865386222359212,0.5455467982290024,0.6159559820984571,0.6234784540332021,0.5522817222851348,0.6593877495501,0.00493023575026818,0.21512318653399692,0.19754487639044133,0.42739083103811215,0.5765232619849153,1.0,0.6592186428883519,0.5271297598809864,0.3781570072076951,0.5868059023108856,0.6013051944242224,0.3238259069188521,0.2079640684348438,0.3870246941270902
EM_USD_Sov,0.6017088454962702,0.5294462859807777,0.56326114475878,0.5009091421273861,0.3993943620079479,0.5611285897616216,0.6000384121747061,0.6370067355724853,0.6597190081088585,0.6798087563572219,0.008489008835532972,0.3635828581959127,0.39080633583624097,0.48951967018806086,0.695450291112561,0.659218642888352,1.0000000000000002,0.7067455208138311,0.4531985535116499,0.6349095532773874,0.7139258042964347,0.2178744043310277,0.3034997304254623,0.46985425961060656
EM_Local_Debt,0.4887961224602932,0.41449510718775734,0.6121728276337801,0.6880793321758416,0.4504950507606919,0.5405330385515275,0.5970049793075461,0.6184540952085877,0.7230434404712511,0.6630813887454989,0.014025814809198945,0.23635610731520978,0.21052906493486562,0.35953314784819473,0.5156886208452482,0.5271297598809863,0.706745520813831,1.0000000000000002,0.2851830521637263,0.4710060870622422,0.6981394474523663,0.2659600778212627,0.3647576349847148,0.5610237527535343
Global_Agg_exUS,0.29630737869007484,0.2468801943752959,0.22615511791442527,0.11773332513572703,0.08356361873655248,0.2669313697217814,0.1962764284114837,0.25166210800781685,0.24832420627169638,0.28416646435570947,0.005685901803249604,0.478321628680217,0.5160551983879809,0.43577233144315297,0.5460383052629078,0.37815700720769513,0.4531985535116499,0.28518305216372636,0.9999999999999999,0.4209336360755162,0.3464205671263818,-0.15586206792960824,0.22719998258254617,0.16946416316170526
US_REITs,0.6737595883797702,0.6620562102601721,0.4754260687915388,0.36644359456593684,0.2372642731391054,0.4850445257926192,0.5720418044403359,0.5667241585401255,0.49873717058828365,0.6249783516012576,-0.006180604455314853,0.34302872775444554,0.4158178807240418,0.5010154572540667,0.6076798069005753,0.5868059023108856,0.6349095532773873,0.4710060870622422,0.4209336360755162,1.0000000000000002,0.7056584184725981,0.17353598263923045,0.1689190690622455,0.237476271644634
Global_REITs_exUS,0.6473053267647028,0.6135780193194955,0.6412485341581999,0.5679097084784993,0.5398929316831095,0.6815663623866515,0.7840866482377187,0.7514808787012491,0.7657357824761328,0.8143786597895053,2.2825042397317888e-05,0.26307196587500503,0.2620644232591028,0.4345512507280608,0.5735425452763416,0.6013051944242224,0.7139258042964347,0.6981394474523663,0.34642056712638175,0.7056584184725981,1.0,0.3143978513017325,0.2800744303563589,0.47516562712463983
Commodities,0.31254888579092366,0.32246851409742877,0.3400821281503165,0.43692105717809865,0.26182943041703854,0.22439620662220586,0.4912556162194071,0.3726471877707219,0.35212176931031497,0.36174538064068856,-0.0036664129368261513,-0.261606514691635,-0.3223485564594704,0.04194716665188796,0.02398917308090598,0.32382590691885216,0.2178744043310277,0.2659600778212627,-0.15586206792960822,0.17353598263923045,0.31439785130173253,1.0,0.12192574626295317,0.2436243748245551
Gold,0.07016673462033034,-0.006847797533796326,0.19678303787190654,0.25771437867049335,0.21561085153896525,0.1177791562987224,0.18226170464763775,0.16184960829384018,0.2879330078010486,0.19616239210816705,0.025250493247193025,0.3193952535490563,0.32769917474552146,0.3276935888878093,0.3125696094437707,0.2079640684348438,0.30349973042546236,0.36475763498471475,0.2271999825825462,0.16891906906224552,0.2800744303563589,0.12192574626295317,1.0000000000000002,0.19330027277070716
Mexico_Govt_Local,0.3218787298996263,0.3173740880391105,0.6564896443225994,0.4548224280367143,0.3061477124657829,0.42716200497072854,0.4101394590181246,0.4587426123587574,0.4694778742855929,0.4780053927456393,0.011213239380817783,0.1071295261134965,0.07455829961626785,0.18529160262661495,0.32389730152418783,0.3870246941270901,0.46985425961060656,0.5610237527535343,0.16946416316170526,0.237476271644634,0.47516562712463983,0.2436243748245551,0.1933002727707072,0.9999999999999998
